user_id,movie_id,rating,genres,production_companies,production_countries,release_year,overview
971736,alexander+2004,5,War History Action Adventure Drama Romance,France 3 Cinéma Intermedia Films Pathé Renn Productions Egmond Film & Television Warner Bros. Pacifica Film IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG WR Universal Group,France Germany Italy Netherlands United Kingdom United States of America,2004.0,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India."
137277,bowfinger+1999,3,Comedy,Universal Pictures,United States of America,1999.0,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture."
32923,nosferatu+1922,4,Fantasy Horror,Jofa Atelier Prana-Film GmbH,Germany,1922.0,"Vampire Count Orlok is interested in a new residence and in real estate agent Hutter's young wife. Silent horror classic based on the Bram Stoker novel ""Dracula""."
124060,a+christmas+story+1983,4,Comedy Family,Metro-Goldwyn-Mayer (MGM) Christmas Tree Films,United States of America Canada,1983.0,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s."
99132,practical+magic+1998,5,Drama Fantasy Comedy,Village Roadshow Pictures DiNovi Pictures Fortis Films Warner Bros. Stargate Studios,United States of America,1998.0,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line."
197478,raging+bull+1980,3,Drama,United Artists,United States of America,1980.0,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone."
926288,top+gun+1986,3,Action Romance War,Paramount Pictures,United States of America,1986.0,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot."
933770,american+pie+2+2001,1,Comedy Romance,Universal Pictures Liveplanet Zide-Perry Productions,United States of America,2001.0,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant..."
15974,o+brother_+where+art+thou+2000,4,Action Adventure Comedy,Universal Pictures Mike Zoss Productions Studio Canal Touchstone Pictures Working Title Films,France United Kingdom United States of America,2000.0,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'."
147731,ed+wood+1994,4,Comedy Drama History,Touchstone Pictures,United States of America,1994.0,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful."
383981,d2+the+mighty+ducks+1994,1,Action Comedy Drama Family,Walt Disney,United States of America,1994.0,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland."
525937,bound+1996,5,Crime Drama Romance Thriller,Dino De Laurentiis Company Spelling Films,United States of America,1996.0,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser."
806518,return+of+the+jedi+1983,4,Adventure Action Science Fiction,Lucasfilm Twentieth Century Fox Film Corporation,United States of America,1983.0,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force."
330031,four+rooms+1995,3,Crime Comedy,Miramax Films A Band Apart,United States of America,1995.0,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.
626947,grumpier+old+men+1995,3,Romance Comedy,Warner Bros. Lancaster Gate,United States of America,1995.0,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max."
945103,dave+1993,4,Comedy,Donner/Shuler-Donner Productions Warner Bros. Northern Lights Entertainment,United States of America,1993.0,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady..."
93810,yojimbo+1961,5,Drama Thriller,Toho Company,Japan,1961.0,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men."
217096,ferris+buellers+day+off+1986,4,Comedy,Paramount Pictures,United States of America,1986.0,Charismatic teen Ferris Bueller plays hooky in Chicago with his girlfriend and best friend.
283717,cold+mountain+2003,4,Drama,Miramax Films Mirage Enterprises Castel Film Romania Bona Fide Productions Cattleya,United States of America United Kingdom Romania Italy,2003.0,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor."
587311,stir+of+echoes+1999,3,Horror Mystery Thriller,Artisan Entertainment,United States of America,1999.0,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her."
760082,mr.++mrs.+smith+1941,3,Comedy Romance,RKO Radio Pictures,United States of America,1941.0,"Ann (Carole Lombard) and David Smith (Robert Montgomery) are a happily married couple living in New York. One morning, Ann asks David if he had to do it over again, would he marry her? To her shock, he answers he wouldn't. Later that day, they both separately find out that, due to a complication when they married three years ago, they are in fact not legally married. Ann does not mention this to David, and thinks he will remarry her that very night after he takes her out to a romantic dinner. When this does not happen, she angrily kicks David out of their home."
904119,home+fries+1998,3,Drama Comedy Romance,Warner Bros. Baltimore Pictures Kasdan Pictures,United States of America,1998.0,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother."
122514,24+hour+party+people+2002,3,Comedy Drama,United Artists Revolution Films The Film Consortium Baby Cow Productions UK Film Council Pathé Film4,United Kingdom,2002.0,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world."
390284,apollo+13+1995,5,Drama,Imagine Entertainment Universal Pictures,United States of America,1995.0,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy."
255732,father+of+the+bride+part+ii+1995,4,Comedy,Sandollar Productions Touchstone Pictures,United States of America,1995.0,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own."
344182,broken+flowers+2005,4,Comedy Drama Mystery Romance,Bac Films Focus Features Five Roses,France United States of America,2005.0,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him."
642057,hercules+1997,4,Animation Family Fantasy Adventure Comedy Romance,Walt Disney Pictures,United States of America,1997.0,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!"
190303,the+bear+1988,4,Adventure Drama Family,Renn Productions Price,France United States of America,1988.0,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.
723747,raiders+of+the+lost+ark+1981,4,Adventure Action,Lucasfilm Paramount Pictures,United States of America,1981.0,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
520808,life+of+brian+1979,3,Comedy,HandMade Films Python (Monty) Pictures,United Kingdom,1979.0,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs."
537309,the+x+files+1998,3,Mystery Science Fiction Thriller,Twentieth Century Fox Film Corporation Ten Thirteen Productions,Canada United States of America,1998.0,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth."
66259,timecop+1994,3,Thriller Science Fiction Action Crime,Universal Pictures Renaissance Pictures Dark Horse Entertainment Largo Entertainment Signature Pictures JVC Entertainment Networks,Japan United States of America,1994.0,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past."
195093,insomnia+1997,4,Crime Drama Thriller,Norsk Film Nordic Screen Production AS Norsk Filminstitutt,Norway,1997.0,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity."
49259,good+will+hunting+1997,3,Drama,Miramax Films Lawrence Bender Productions Be Gentlemen Limited Partnership,Canada United States of America,1997.0,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire."
908012,the+lion+king+1994,4,Family Animation Drama,Walt Disney Pictures Walt Disney Feature Animation,United States of America,1994.0,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.
834458,the+fugitive+1993,4,Adventure Action Thriller Crime Mystery,Warner Bros.,United States of America,1993.0,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late."
910989,dark+city+1998,2,Mystery Science Fiction,New Line Cinema Mystery Clock Cinema,Australia United States of America,1998.0,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans."
488816,popeye+1980,2,Action Adventure Comedy Family Music,Paramount Pictures Walt Disney Productions,United States of America,1980.0,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto."
735113,pretty+woman+1990,4,Romance Comedy,Touchstone Pictures Silver Screen Partners IV,United States of America,1990.0,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?"
948239,the+devils+advocate+1997,3,Drama Horror Mystery Thriller,Regency Enterprises Monarchy Enterprises B.V. Kopelson Entertainment Warner Bros. New Regency Pictures Taurus Film,Germany United States of America,1997.0,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.
818676,being+john+malkovich+1999,5,Fantasy Drama Comedy,Gramercy Pictures Propaganda Films Single Cell Pictures,United States of America,1999.0,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body."
86384,licence+to+kill+1989,3,Adventure Action Thriller,Eon Productions,United Kingdom United States of America,1989.0,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.
294085,willow+1988,2,Adventure Drama Action,Lucasfilm Metro-Goldwyn-Mayer (MGM) Imagine Films Entertainment,United States of America,1988.0,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil."
511486,the+hunchback+of+notre+dame+1996,3,Drama Animation Family,Walt Disney Pictures,United States of America,1996.0,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves."
821409,the+silence+of+the+lambs+1991,5,Crime Drama Thriller,Orion Pictures Strong Heart/Demme Production,United States of America,1991.0,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose."
510600,terminator+2+judgment+day+1991,5,Action Thriller Science Fiction,Lightstorm Entertainment Pacific Western Canal+ Carolco Pictures T2 Productions,France United States of America,1991.0,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah."
530236,pulp+fiction+1994,5,Thriller Crime,Miramax Films A Band Apart Jersey Films,United States of America,1994.0,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
155048,muriels+wedding+1994,4,Drama Comedy Romance,Ciby 2000 Film Victoria House & Moorhouse Films,Australia France,1994.0,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious."
572172,rocky+v+1990,2,Drama,United Artists,United States of America,1990.0,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer."
213743,men+of+honor+2000,2,Drama,Fox 2000 Pictures,United States of America,2000.0,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor."
979952,dead+man+walking+1995,4,Drama,Havoc PolyGram Filmed Entertainment Working Title Films,United States of America United Kingdom,1995.0,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.
349716,eyes+wide+shut+1999,3,Mystery Drama,Hobby Films Pole Star Stanley Kubrick Productions Warner Bros.,United Kingdom United States of America,1999.0,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head."
430010,double+jeopardy+1999,3,Crime Drama Mystery Thriller,Paramount Pictures,Canada United States of America,1999.0,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."
834833,psycho+1960,3,Drama Horror Thriller,Paramount Pictures Universal Pictures Shamley Productions,United States of America,1960.0,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower."
842351,enemy+of+the+state+1998,3,Action Drama Thriller,Jerry Bruckheimer Films Scott Free Productions Touchstone Pictures No Such Productions,United States of America,1998.0,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean."
200336,charlottes+web+1973,4,Animation Drama Family,Paramount Pictures Hanna-Barbera Productions Sagittarius Productions,United States of America,1973.0,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen."
295861,mrs.+doubtfire+1993,3,Comedy Drama Family,Twentieth Century Fox Film Corporation Blue Wolf,United States of America,1993.0,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start."
81352,fellini+satyricon+1969,5,Drama Fantasy,Produzioni Europee Associati (PEA),Italy France,1969.0,A series of disjointed mythical tales set in first century Rome.
93196,clear+and+present+danger+1994,4,Action Drama Thriller,Paramount Pictures Mace Neufeld Productions,United States of America,1994.0,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
474008,do+the+right+thing+1989,4,Drama,Universal Pictures 40 Acres & A Mule Filmworks,United States of America,1989.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
565355,how+the+grinch+stole+christmas+2000,2,Family Comedy Fantasy,Imagine Entertainment Universal Pictures,Germany United States of America,2000.0,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch."
746350,the+40+year+old+virgin+2005,4,Comedy Romance,Universal Pictures Apatow Productions,United States of America,2005.0,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom."
810118,edward+scissorhands+1990,5,Fantasy Drama Romance,Twentieth Century Fox Film Corporation,United States of America,1990.0,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.
663852,star+trek+the+motion+picture+1979,3,Science Fiction Adventure Mystery,Paramount Pictures,United States of America,1979.0,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it."
395135,meet+the+parents+2000,3,Comedy Romance,DreamWorks SKG Universal Pictures Tribeca Productions Nancy Tenenbaum Films,United States of America,2000.0,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze."
480486,muriels+wedding+1994,4,Drama Comedy Romance,Ciby 2000 Film Victoria House & Moorhouse Films,Australia France,1994.0,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious."
902282,splendor+in+the+grass+1961,3,Drama Romance,Warner Bros. Newton Productions NBI Productions,United States of America,1961.0,A fragile Kansas girl's unrequited and forbidden love for a handsome young man from the town's most powerful family drives her to heartbreak and madness.
258400,my+first+mister+2001,2,Comedy Drama Romance,Film Roman Productions ApolloMedia Distribution Total Film Group Firelight Films,Germany United States of America,2001.0,"Leelee Sobieski is brash, abrasive and vulnerable as a teenage child of divorce who hides her pain behind a mask of hard-edged gothic rebellion. Albert Brooks plays a man who is her total opposite, a precise and well-ordered menswear store owner of forty-nine who manages limited expectations and protects lonely secrets with pleasant ritual and quiet, ironic reserve. These two total opposites collide in conflict then come together in a surprising alliance, changing each other's lives forever."
34019,striptease+1996,2,Drama Thriller Crime,Columbia Pictures Castle Rock Entertainment,United States of America,1996.0,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder."
240314,the+sword+in+the+stone+1963,4,Animation Family,Walt Disney Productions,United States of America,1963.0,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way."
664997,braveheart+1995,4,Action Drama History War,Icon Entertainment International The Ladd Company B.H. Finance C.V.,United States of America,1995.0,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule."
742731,amlie+2001,5,Comedy Romance,France 3 Cinéma Claudie Ossard Productions MMC Independent Canal+ Tapioca Films Sofica Sofinergie 5 Victoires Productions Filmstiftung Nordrhein-Westfalen Union Générale Cinématographique (UGC),France Germany,2001.0,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?"
606406,the+shawshank+redemption+1994,5,Drama Crime,Castle Rock Entertainment Warner Bros.,United States of America,1994.0,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."
488089,star+wars+episode+iii+-+revenge+of+the+sith+2005,4,Science Fiction Adventure Action,Lucasfilm,United States of America,2005.0,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes."
877465,saving+silverman+2001,4,Comedy Crime Romance,Village Roadshow Pictures NPV Entertainment Columbia Pictures Corporation,United States of America,2001.0,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band."
342103,arachnophobia+1990,2,Comedy Horror,Amblin Entertainment Hollywood Pictures Tangled Web Productions,United States of America,1990.0,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks."
896943,indian+summer+1993,3,Comedy Drama,Touchstone Pictures,Canada United States of America,1993.0,"A group of childhood friends, now in their thirties, reunite at Camp Tamakwa. Only a few of the original campers show up, but they still have a good time reminiscing. The people share experiences and grow while at the camp. They are dismayed to discover that the camp's owner, Unca Lou, is going to close the camp down."
658476,star+trek+first+contact+1996,4,Science Fiction Action Adventure Thriller,Paramount Pictures Digital Image Associates,United States of America,1996.0,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
814898,toy+story+1995,4,Animation Comedy Family,Pixar Animation Studios,United States of America,1995.0,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
157187,mrs.+parker+and+the+vicious+circle+1994,4,Drama,Fine Line Features Miramax Films,United States of America,1994.0,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair."
509880,just+cause+1995,4,Action Drama Mystery Thriller,Fountainbridge Films Warner Bros. Lee Rich Productions,United States of America,1995.0,"Bobby Earl is facing the electric chair for the murder of a young girl. Eight years after the crime he calls in Paul Armstrong, a professor of law, to help prove his innocence. Armstrong quickly uncovers some overlooked evidence to present to the local police, but they aren't interested - Bobby was their killer."
345209,patton+1970,4,Drama History War,Twentieth Century Fox Film Corporation,United States of America,1970.0,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination."
492772,pinocchio+1940,4,Animation Family,RKO Radio Pictures Walt Disney Productions,United States of America,1940.0,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!"
734019,batman+1989,3,Fantasy Action,PolyGram Filmed Entertainment The Guber-Peters Company Warner Bros.,United Kingdom United States of America,1989.0,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld."
